PharmagkbID	Drug Names	Approved
PA450748	oxymorphone|Dihydroxymorphinone|Oximorphonum|14-Hydroxydihydromorphinone|Dihydrohydroxymorphinone|Oxymorphine|EN3202|Numorphan|OPANA ER|Opana	True
PA450750	oxyphenbutazone|OPB|3,5-Pyrazolidinedione, 4-butyl-1-(4-hydroxyphenyl)-2-phenyl|4-Butyl-1-(4-hydroxyphenyl)-2-phenyl-3,5-pyrazolidinedione|4-Butyl-2-(4-hydroxyphenyl)-1-phenyl-3,5-dioxopyrazolidine|1-p-Hydroxyphenyl-2-phenyl-3,5-dioxo-4-N-butylpyrazolidine|Hydroxyphenylbutazon|Oxyphenbutazonum [inn-latin]|1-(p-Hydroxyphenyl)-2-phenyl-4-butyl-3,5-pyrazolidinedione|Oxifenbutazona [inn-spanish]|1-Phenyl-2-(p-hydroxyphenyl)-3,5-dioxo-4-butylpyrazolidine|Oxiphenbutazonum|Oxyphenylbutazone|P-hydroxyphenylbutazone|P-oxyphenylbutazone|Usaf Ge-14|Ossifenbutazone [dcit]|Oxiphenbutazone|Oxyphenobutazone|4-Butyl-1-(p-hydroxyphenyl)-2-phenyl-3,5-pyrazolidinedione|Oxifenylbutazon|4-Butyl-2-(p-hydroxyphenyl)-1-phenyl-3,5-pyrazolidinedione|Rumapax|Flogodin|Flopirina|Telidal|Oxazolidin|Butanova|Visubutina|Rapostan|Artroflog|Butanora|Frabel|Idrobutazina|Tanderil|Californit|Oxalid|Ipabutona|Tanderal|Tandalgesic|Metabolite I|Reunabutal|Pirabutina|Butilene|Oxi-fenibutol|Oxazolidin-geigy|Cinophen-n|Oxibutol|Portoril|Infamil|Isobutil|Infammil|Butazonic|Crovaril|Flamaril|Genal|Tandearil|Tandacote|Isobutazina|Tendearil|Flegmostam|Neofen|Floghene|Valioil|Butaflogin|Iridil|Neo-farmadol|Flanaril|Mysite|Aradinum|Butapirone|Optimal|Poliflogil|Remazin|Offitril|Flogitolo|Reumox|Flogostop|Oxybuton|Flogal|Piraflogin|Telidac|Oxyphentamin|Flogistin|Flogoril|Deflogin|Etrozolidina|Oxazolioin	True
PA164776910	oxyphencyclimine|Oxifencicliminum [INN-Spanish]|Oxiphencycliminum|Oxyphencyclimine Hydrochloride|Oxyphencycliminum [INN-Latin]|Syklifen|Spazamin|Caridan|Naridan|Cycmin|Daricol|Dominil|Manir|Oximin|Setrol|Daricon|Antulcus|Gastrix|Vio-Thene|Zamanil|W-T Anticholinergic|Ulcociclinina|Enterex	True
PA164752252	oxyphenonium|Methocidine [INN-French]|Oxiphenonum|Methocidin [Dcf:Inn]|Methocidinum [INN-Latin]|DCF|Metocidina [INN-Spanish]|Hydroxymethylgramicidin|Oxyphenonium Bromide|Antrenyl|Methocidin|Methacin|Argicillin	True
PA450757	oxytetracycline|Oxytetracycline HCl|Oxytetracycline anhydrous|Terramycin	True
PA164713141	Oxytocics	False
PA450760	oxytocin|Pitocin|Syntocinon|Oxytocin	True
PA164713142	Oxytocin and analogues	False
PA450761	paclitaxel|7-Epipaclitaxel|abi-007|7-Epitaxol|7-epi-Taxol|7-epi-Paclitaxel|Epitaxol|LipoPac|Taxol|Abraxane|Xorane|Paxene|Taxol A|Paxceed|Vascular Wrap|Onxol	True
PA165949675	pactimibe	False
PA164713143	Pain Palliation (bone Seeking Agents)	False
PA164744014	palifermin|HBGF-7|FGF-7|Keratinocyte growth factor precursor|Fibroblast growth factor- 7|KGF|Kepivance	True
PA163518919	paliperidone|9-Hydroxyrisperidone|Invega	True
PA164748781	palivizumab|Synagis|anti-RSV	True
PA10352	palonosetron|Aloxi|Onicit	True
PA166115579	pamaquine	False
PA450767	pamidronate|APD|Acido pamidronico [INN-Spanish]|Acidum pamidronicum [INN-Latin]|Pamidronate Disodium|Acide pamidronique [INN-French]|Pamidronic acid|Aminomux|Amidronate|Aredia	True
PA164713144	Pancreatic Hormones	False
PA448428	pancrelipase|PA|1,4-alpha-D- glucan glucanohydrolase|Pancreatic alpha-amylase precursor|Creon|Ku-Zyme|Zymase|Cotazym|Ultrase|Pancrease	True
PA10238	pancreozymin (cholecystokinin)	False
PA450771	pancuronium|Pancuronium dibromide|Bromure de pancuronium [inn-french]|Pancuronium bromide|Bromuro de pancuronio [inn-spanish]|Mioblock|Pavulon	True
PA162373091	panitumumab|ABX-EGF|Vectibix	True
PA450774	pantoprazole|Pantoprazole Na|Pantoprazolum [INN-Latin]|Pantoprozole|Pantoprazol [INN-Spanish]|Pantoprazole Sodium|Protonix|Protonix IV|Pantopan|Pantor|Protium|Pantozol|Astropan|Protonix I.V.|Pantoloc	True
PA450778	papain	False
PA164745550	papaverine|Papaverin|Papaverine Chlorohydrate|Papaverine Hydrochloride|Papavarine Chlorhydrate|Papaverine Hcl|Papaverinium Chloride|Papaverine Monohydrochloride|Chlorhydrate de Papaverine|Paptial T.R.|Pavatest|Paverolan|Pavacels|Pavabid|Pavarine|Pavacot|Pavatym|Pavadel|Delapav|Optenyl|Cerebid|Myobid|Papanerine|Qua Bid|Pavabid Hp|Dispamil|Genabid|Robaxapap|Pavakey|Durapav|Forpavin|Panergon|Cardoverina|Papanerin|Drapavel|Papalease|Spasmo-Nit|Vaso-Pav|Papacon|Artegodan|Dynovas|Pavnell|Pameion|Ro-Papav|Vasal|Cepaverin|Papanerin-Hcl|Papaversan|Therapav|Alapav|Pamelon|Pavatine|Cerespan|Pavagen|Pap H|Pavacap|Pavased|Pavacen|Paveron|Papital T.R.|Cardiospan|Dilaves	False
PA164713145	Papaverine and derivatives	False
PA164713146	Papillomavirus vaccines	False
PA450790	paraformaldehyde	False
PA164713147	Paramagnetic contrast media	False
PA164748880	paramethadione|Isoethadione|Parametadiona [INN-Spanish]|Parametadione [DCIT]|Paramethadionum [INN-Latin]|Paradione|Paramethadione [BAN:INN]|Parametadione	True
PA164777035	paramethasone|Haldrone	True
PA164713148	Parasympathomimetics	False
PA164713150	Parathyroid Hormones And Analogues|Parathyroid hormones and analogues	False
PA166049193	parecoxib	False
PA450797	pargyline|N-Benzyl-N-methyl-2-propyn-1-amine|Paragyline|Pargyline chloride|Methylbenzylpropynylamine|Benzyl-methyl-2-propinylamin|N-Methyl-N-2-propynylbenzylamine|Methylbenzylpropynylamine hydrochloride|Pargylin|Pargyline hydrochloride|N-Benzyl-N-methyl-2-propynylamine hydrochloride|Pargylamine|N-Benzyl-N-methyl-2-propynylamine|Supirdyl|Eudatin|Eutonyl|Eutonyl-ten|Lopac-P-8013	True
PA450798	paricalcitol|Zemplar	True
PA164784023	paromomycin|Aminosidine|Aminosidin|Paramomycin sulfate|Humatin	True
PA450801	paroxetine|Paroxetina [INN-Spanish]|Paroxetinum [INN-Latin]|Paroxetine Hcl|Seroxat|Pexeva|Seroxat CR|Aropax|Paxil CR|Paxil	True
PA165291492	pazopanib	False
PA166116241	pci-24781	False
PA164742856	pefloxacin|Pefloxacin [INN-French]|Pefloxacinum [INN-Latin]|Pefloxacin mesylate|PFLX|Pefloxacino [INN-Spanish]|Pefloxacine|Pefloxacin methanesulfonate	False
PA450831	pegademase bovine|Adenosine aminohydrolase|Adenosine deaminase|Adagen	True
PA164771236	pegaptanib|Macugen	True
PA164760860	pegaspargase|Putative L-asparaginase precursor|L-asparagine amidohydrolase|Oncaspar	True
PA164781387	pegfilgrastim|Lenograstim|Pluripoietin|Neulasta	True
PA164749390	peginterferon alfa-2a|Pegasys	True
PA164784024	peginterferon alfa-2b|PEG-Intron|Unitron PEG	False
PA165963961	pegloticase|D09316|885051-90-1|Krystexxa	True
PA164749630	pegvisomant|GH|GH-N|Growth hormone 1|Somatotropin precursor|Growth hormone|Pituitary growth hormone|Somavert	True
PA166124615	pembrolizumab	False
PA10810	pemetrexed|Pemetrexed Disodium|LY231514|Alimta	True
PA164781018	pemirolast|Pemirolast Potassium|Pemirolastum [INN-Latin]|Pemiroplast Potassium|Alamast	True
PA450836	pemoline|Pheniminooxazolidinone|Phenylisohydantoin|Phenylpseudohydantoin|Phenoxazole|Fenoxazol|Endolin|Deltamine|Stimul|Phenalone|Constimol|Cylert Chewable|Okodon|Hyton asa|Sistra|Nitan|Notair|Pondex|Tradone|Volitol|Kethamed|Pioxol|Cylert|Myamin|Stimulol|Phenilone|Pemolina|Centramin|Yh 1|Juston-Wirkstoff|Azoxodon|Dantromin|NPL 1|Tradon|Volital|Fio|Hyton|Azoksodon|Ronyl|Sigmadyn|Pomoline|Senior|PIO|Pemolin|Azoxodone|Deltamin|Sistral|Betanamin	True
PA164749474	penbutolol|Penbutolol sulfate|Levatol|Betapressin|Levatolol|Lobeta|Paginol	True
PA450839	penciclovir|Penciclovirum [INN-Latin]|PE2|Denavir	True
PA450840	penicillamine|Penicillamina [DCIT]|Dimethylcysteine|Penicillaminum [INN-Latin]|L-Penicillamine|D-Penicyllamine|Penicilamina [INN-Spanish]|beta-Thiovaline|Penicillamin|D-Penicillamine|Penicilllamine|D-Penicilamine|PCA|D-Mercaptovaline|D-Penamine|beta,beta-Dimethylcysteine|Mercaptyl|Metalcaptase|Perdolat|Trolovol|Cuprimine|Depamine|Mercaptovaline|Sufirtan|Depen|Cupripen|Pendramine|Cuprenil|Kuprenil|Artamine|Distamine	True
PA164713152	Penicillamine and similar agents	False
PA450842	penicillin g|Permapen|Liquacillin|Cosmopen|Specilline G|Penicillin-G Potassium|Penicillin G Potassium|Cillora|Megacillin|Penicillin G Sodium|Wycillin|Abbocillin|Crysticillin 300 A.S.|Bicillin|Ayercillin|Free Penicillin Ii|Penicillin|Pentids '200'|Pfizerpen|Benzylpenicillin G|Cilloral|Dropcillin|Pfizerpen G|Pencillin G|Compocillin G|Ursopen|Phenylacetamidopenicillanic Acid|Cilopen|Penicillinic Acid, Benzyl-|Pharmacillin|Benzylpenicillin|Pradupen|Pentids|Benzylpenicillinic Acid|Bicillin L-A|Free Benzylpenicillin|Galofak|Benzopenicillin|Penicillin G Potassium in Plastic Container|Gelacillin|Free Penicillin G	True
PA164745442	penicillin v|Penicillin V Potassium|Penicillin Phenoxymethyl|Phenoxymethylenepenicillinic Acid|Phenoxymethylpenicillinic Acid Potassium Salt|Phenoxymethyl Penicillin|Fenoximetilpenicilina [INN-Spanish]|Phenoxymethylpenicillin Potassium|Fenossimetilpenicillina [Dcit]|Phenoximethylpenicillinum|Phenoxymethylpenicillinic Acid|Oracillin|Vebecillin|Oratren|Fenospen|Eskacillin V|Pen-Oral|V-Tablopen|Veetids|Betapen-Vk|Pen-Vee|Apopen|V-Cylina|Compocillin V|Pen-Vee K|Penapar-Vk|Robicillin|V-Cillin K|Veetids '125'|Veetids '250'|Pen-V|Phenocillin|Beromycin|Beepen-Vk|Ospen|Calcipen|Meropenin|Penicillin Vk|Phenopenicillin|Fenoxypen|Penicillin-Vk|Rocilin|Ledercillin Vk|Phenomycilline|Pfizerpen Vk|V-Cyline|V-Cillin|Distaquaine V|Acipen V|Stabicillin|Uticillin Vk|Crystapen V|Veetids '500'|Fenacilin|Eskacillian V|V-Cil	True
PA164713153	Penicillins with extended spectrum	False
PA450849	pentagastrin|Peptavlon	True
PA450850	pentamidine|4, 4'-Diamidinodiphenoxypentane|Pentamide|Pentamidine Isethionate|1,3-bis(4-amidinophenoxy)pentane|PNT|Pneumopent|Pentacarinat|Pentam|Pentam 300|NebuPent	True
PA450851	pentamidine isethionate	True
PA164744326	pentazocine|Pentazocaine|Pentazocin|L-pentazocine|Sosigon|Fortalin|Talwan|Soseton|Fortral|Liticon|Fortalgesic|Pentagin	False
PA450859	pentobarbital|Sodium Pentobarbital|Pentabarbitone|Pentobarbitone|Pentabarbital|Pentobarbital Sodium|Pentobarbiturate|Pentobarbituric acid|Dorsital|Neodorm|Nebralin|Nembutal Sodium|Mebumal|Rivadorm|Mebubarbital|Nembutal|Ethaminal	True
PA164777033	pentolinium|Pentolonum|Pentolinium tartrate|Pentolonium|Ansolysen	True
PA164774806	pentosan polysulfate|Elmiron	True
PA450863	pentostatin|2'-DCF|Deoxycoformycin|2'-Dexoycoformycin|2'-Deoxycoformycin|Nipent|Vidarbine|Co-V|PD-ADI|Covidarabine|Vira a Deaminase Inhibitor|Co-Vidarabine	True
PA450864	pentoxifylline|EHT0201|Azupentat|Pentoxyphylline|Durapental|Trental|Pentoxyfylline|Vazofirin|Pentoxiphyllium|Dimethyloxohexylxanthine|Rentylin|Pentoxifyllin|Pentoxil|PENTOXYPHYLINE|Oxpentifylline|Torental	True
PA450868	pepsin	False
PA162565876	perazine	False
PA164713154	Perchlorates	False
PA164781354	perflutren|Perfluoropropaneminimum|Perflutren [USAN]|Perfluoropropane|Freon 218|Genetron 218|Definity|Propane, octafluoro-|Octafluoropropane	True
PA450873	pergolide|Pergolide Methanesulfonate|Pergolida [INN-Spanish]|Pergolidum [INN-Latin]|Pergolide Mesylate|Permax	True
PA130150436	perhexiline|2-(2,2-Dicyclohexylethyl)piperidine|Perhexilene|Perhexilinum [INN-Latin]|(-)-2-(2,2-Dicyclohexylethyl)piperidine|Perhexilline|Perhexilina [INN-Spanish]|(+)-2-(2,2-Dicyclohexylethyl)piperidine	False
PA165291471	perifosine	False
PA450877	perindopril|Perindopril Erbumine|Aceon|Coversyl	True
PA164713156	Peripheral Vasodilators	False
PA164713157	Peripherally acting antiobesity products	False
PA164713158	Peritoneal Dialytics	False
PA164743137	permethrin|Nix Cream Rinse|PerFoam|Elimite Cream|Acticin Cream|Elimite|Nix	True
PA165291546	perospirone	False
PA164713159	Peroxides	False
PA450882	perphenazine|Perphenazin|Chlorperphenazine|Etaperazine|PZC|Perfenazine|Ethaperazine|Perfenazina|Etaperazin|Triphenot|Etrafon-A|Apo-Perphenazine|Trifaron|Perphenan|Decentan|Fentazin|Trilafon|Emesinal|Thilatazin|Trilifan|Etrafon-Forte|F-Mon	True
PA164713160	Pertussis vaccines	False
PA165290933	pertuzumab|Immunoglobulin G1, anti-(human v (receptor)) (human-mouse monoclonal 2C4 heavy chain), disulfide with human-mouse monoclonal 2C4 kappa-chain, dimer|LS-185920|Omnitarg	False
PA128406983	pesticides	False
PA152241908	PHA-665752	False
PA164745309	phenacemide|PA|Phenacetylurea|Carbamide phenylacetate|Phenylacetyluree|Phenacetylcarbamide|Phenylacetylurea|Phenacetur|Phenyrit|Fenostenyl|Phenurone|Eferon|Fenylacetylmocovina|Phenarone|Neophenal|Phacetur|Phenicarb|Efron|Phenacalum|Fenacetamide|Phenutal|Felurea|Comitiadone|Epiclase|Phenacereum|Fenacemide|Fenurone|Epheron|Cetylureum|Fenytan|Fenacetil-Karbamide|Fenural|Carbanmide|Fenilep|Fenised|Fenacemid|Neophedan|Phenuron|Fenurea|Acetylureum|Phetylureum	True
PA450897	phenacetin|Acetphenetidin|Acetophenetidine|Acetophenetidin|Acetophenetin|Commotional|Contradouleur|Achrocidin|Codempiral|Contradol	False
PA164746899	phenazopyridine|Pyridacil|PDP|PAP|Phenylazo|Pyrazodine|Urodine|Prodium|Sedural|Suladyne|Pyridium|Urogesic|Phenazodine|Viridium|Uristat|Baridium|Azo-Standard|Pyridiate	False
PA128406980	phencyclidine|1-(1-Phenylcyclohexyl)piperidine hydrochloride|Magic mist|Whack|Zombie dust|Busy bee|Sernylan|Fenciclidina [inn-spanish]|Rocket fuel|CJS|Phencyclidinum [inn-latin]|DUST|Trank|DOA|1-(1-Phenylcyclohexyl)piperidine|Supergrass|Elephant tranquilizer|Sernyl|Angel dust|Surfer|Cadillac|TIC|Phenylcyclidine hydrochloride|Stardust|Phencyclidine hydrochloride|Tranks|PCP	False
PA450902	phendimetrazine|(+)-phendimetrazine|(2S,3S)-3,4-Dimethyl-2-phenylmorpholine|d-2-Phenyl-3,4-dimethylmorpholine|3,4-Dimethyl-2-phenylmorpholine|3-Phenyl-2-methylmorpholine|(+)-3,4-Dimethyl-2-phenylmorpholine|Wehless|Antapentan|Mephenmetrazine|Adphen|Dyrexan|Bacarate|X-trozine|Bontril|Hyrex|Sedafamen|Prelu-2	True
PA450903	phenelzine|Beta-phenylethylhydrazine|Phenylethyl hydrazine-HCl|Fenelzyne|Phenethylhydrazine|Phenelezine|Fenelzina [INN-Spanish]|Fenelzyna|Phenalzine|Phenelzinum [INN-Latin]|Phenylethylhydrazine|Nardil|Stinerval	True
PA1000	phenformin|Phenformin Hydrochloride|Fenformin|Beta-Pebg|Phenformine [INN-French]|Phenformine HCl|Fenformina [INN-Spanish]|Phenethyldiguanide|Phenylethylbiguanide|Beta-Phenethybiguanide|Phenoformine Hydrochloride|Phenformin HCl|Phenformine|Beta-Phenethylbiguanide|Phenethylbiguanide Hydrochloride|N-Phenethylbiguanide Hydrochloride|PEDG|Phenforminum [INN-Latin]|Dibiraf|D Bretard|Normoglucina|DB-Retard|DBI|Dibotin|Debinyl|Diabis|Meltrol|DBI Monohydrochloride|Feguanide|Phenformix|Retardo|Debeone|Cronoformin|Fenfoduron|Lentobetic|Azucaps|Meltrol-50|DB Comb|Glukopostin|Fenormin|Dibein|Dipar|Glyphen|Insoral	False
PA164750491	phenindamine|Phenindaminum [inn-latin]|Phenindiamine|Fenindamina [inn-spanish]|Thephorin|Nolahist|Amilon ()	False
PA164784031	phenindione|Phenylindanedione|Danedion|Phenillin|Phenyline|Bindan|Thrombasal|Eridione|Indema|Dineval|Hemolidione|Emandione|Fenindion|Dindevan|Phenhydren|Danilon|Pindione|Tromazal|Trombol|Rectadione|Emandion|Indon|Indion|Danilone|PID|Athrombon|Diadilan|Hedulin|Fenilin|Theradione|Diophindane|Phenylen|Phenylindione|Fenhydren|Cronodione|Phenyllin|Phenylin	True
PA164744506	pheniramine|2-(alpha-(2-Dimethylaminoethyl)benzyl)pyridine|Feniramina [inn-spanish]|Prophenpyridamine|2-[.alpha.-[2-(Dimethylamino)ethyl]benzyl]pyridine|1-Phenyl-1-(2-pyridyl)-3-dimethylaminopropane|2-(3-Dimethylamino-1-phenylpropyl)pyridine|Propheniramine|Feniramine|2-[.alpha.-(2-Dimethylaminoethyl)benzyl]pyridine|Dimethyl(3-phenyl-3-(2-pyridyl)propyl)amine|Pheniraminum [inn-latin]|Trimeton|AVIL|Pyriton|Tripoton|Inhiston|Metron	False
PA164747188	phenmetrazine|Defenmetrazin|2-Phenyl-3-Methylmorpholine|Fenmetrazina [INN-Spanish]|Fenmetrazin|Phenmetraline hydrochloride|USAF Ge-1|3-Methyl-2-phenylmorpholine|Oxazimedrine|Dexphenmetrazine|Phenmetrazinum [INN-Latin]|Psychamine A 66 hydrochloride|Marsin|Bromadryl|Psychamine A 66|Preludin hydrochloride|Phenmetrazine hydrochloride|Neo-zine|Probese-P|Mefolin|Preludin|Cafilon|Phenmetrazin|Probese-P hydrochloride	True
PA450911	phenobarbital|Fenobarbital|Phenylethylbarbiturate|Phenobarbitol|Phenobarbituric Acid|phenobarbitone|Phenylethylbarbituric Acid|Phenylethylmalonylurea|Agrypnal|Promptonal|Nunol|Polcominal|Phenyletten|Talpheno|Lumesettes|Tridezibarbitur|Barbivis|Amylofene|Leonal|Haplos|Pharmetten|Lumesyn|Henotal|Sinoratox|Epidorm|Barbophen|Liquital|Somnolens|Solfoton Talpheno|Zadoletten|Bardorm|Stental|Sedonettes|Barbita|Ensobarb|Barbinal|Molinal|Sombutol|Doscalun|Sedofen|Fenemal|Ensodorm|Hypnette|Hennoletten|Sedicat|Bartol|Hysteps|Somnoletten|Phenoturic|Fenbital|Damoral|Glysoletten|Dormiral|Phenemal|Eskabarb|Nirvonal|Lumofridetten|Coronaletta|Sedlyn|Epanal|Sevenal|Blu-Phen|Hypnogen|Luphenil|Cabronal|Nova-Pheno|Somonal|Seda-Tablinen|Phenaemal|Barbiphenyl|Lefebar|Phen-Bar|Lubrokal|Solfoton|Lepinal|Teolaxin|Triphenatol|Linasen|Epilol|Aphenyletten|Chinoin|Cardenal|Hypno-Tablinetten|Solu-Barb|Episedal|Sedizorin|Phenemalum|Calminal|Lixophen|Gardenal|Starifen|Barbenyl|Adonal|Stental Extentabs|Hypnoltol|Barbiphen|Codibarbita|Barbipil|Hypnolone|Starilettae|Teoloxin|Somnosan|Thenobarbital|Fenylettae|Phenoluric|Phenyral|Luminal|Versomnal|Calmetten|Dezibarbitur|Cratecil|Luramin|Phob|Phenomet|Sedonal|Duneryl|Spasepilin|Aphenylbarbit|Bialminal|Helional|Neurobarb|Aephenal|Lubergal|Lepinaletten|Parkotal|Dormital|Noptil|Gardepanyl|Etilfen|Lumen|Theoloxin|Lephebar|Sedabar|Zadonal|Euneryl|Epsylone|Barbonal|Phenonyl|Haplopan|Phenolurio|Phenobarbyl|Hypnaletten|Dormina|Fenosed|Phenobal|Triabarb	False
PA450913	phenol	False
PA164713161	Phenol and derivatives	False
PA450918	phenolsulfonphthalein	False
PA164713162	Phenothiazine derivatives	False
PA10478	phenothiazines with aliphatic side-chain	False
PA450919	phenoxybenzamine|Phenoxybenzamine Hcl|Phenoxybenzaminum [INN-Latin]|Fenossibenzamina [Dcit]|POB HCl|Phenoxybenzamine Hydrochloride|Fenoxibenzamina [INN-Spanish]|Dibenzyline Hydrochloride|Bensylyt Nen|Bensylyt|Dibenylin|Dibenzylene|Dibenzyline|Benzylyt|Dibenyline|Dibenzyran|Bensylyte	True
PA450921	phenprocoumon|Phenprocoumarol|Phenprocumone|Fenprocumone [DCIT]|Phenprocoumarole|Phenprocoumone|Falithiom|Marcoumar|Marcuphen|Liquamar|Marcumar|Fencumar|Falithrom	True
PA164771230	phensuximide|Milonton|1-Methyl-3-Phenylsuccinimide|Fenosuccimide|Mirontin|Phensuximidum [INN-Latin]|Succitimal|Fensuximida [INN-Spanish]|Mirotin;7 Phenosuccimide|Milontin|Phensuximide [BAN:INN]|Epimid|Lifene|N-Methyl-alpha-phenolsuccinimide|N-Methyl-2-phenylsuccinimide|Methylphenylsuccinimide|Phensuximid|Fensuccimide [DCIT]|N-Methyl-alpha-phenylsuccinimide|Phenylsuximide|Succinimide, N-methyl-2-phenyl-|Phensuximide	True
PA164748099	phentermine|(alpha,alpha)-Dimethylphenethylamine|Phentermine Hydrochloride|Phentermine Hcl|Adipex-P|Wilpo|Lonamin|Phentermine Resin 30|Uritone|Normephentermine|Ona-Mast|Pro-Fast|Teramine|Duromine|Fastin|Lipopill|Zantryl|Linyl|Ona Mast|Obenix|Tora|Oby-Trim|Phentercot|Phentride|Ionamin|Mirapront|Wyamine Sulfate|Pre-Sate|Omnibex|Inoamin|Obestin-30	True
PA450926	phentolamine|Phentolamine Mesylate|Regitine Mesylate|Phentolamine Methanesulphonate|Regitipe|Regitin Methanesulphonate|Phentolamine Mesilate|Phentolamine Methanesulfonate|Phentalamine|Regitin|Phenotolamine|Phentolamine, Methyl Sulfonate|Regitine|Phentolamine Mesylate [USAN]|Regitine Methanesulfonate|Rogitine	True
PA165950342	phenylacetic acid|sodium phenylacetate	False
PA164713163	Phenylalkylamine derivatives	False
PA450932	phenylbutazone|Butazona|Merizone|Reumazin|Butazone|Butylpyrin|Schemergin|Reupolar|Intrabutazone|Butalidon|Phebuzine|Butartrina|Elmedal|Tevcodyne|'Esteve'|Fenartil|Equipalazone|Butone|Diozol|Ticinil|Alindor|Nadazone|Therazone|Arthrizon|Azobutyl|Anuspiramin|Reudox|Apo-Phenylbutazone|Artrizin|Butatron|Bute|Antadol|Fenotone|Reudo|Reumuzol|Zolidinum|Robizone|Busone|Butacote|Fenilbutina|Kadol|Praecirheumin|Bizolin|Azolid|Artizin|Azdid|Reumazol|Mephabutazon|Butagesic|Cotylbutazone|B.T.Z.|Butidiona|Wescozone|Fenibutasan|Fenilbutine|Intrazone|Anpuzone|Buvetzone|Reumune|Pirarreumol B|Tazone|Buzon|Fenilbutazona|Butaluy|Butazolidine|Mephabutazone|Phebuzin|Uzone|VAC-10|Diphebuzol|Benzone|Butapyrazole|Rubatone|Scanbutazone|Pyrabutol|Pyrazolidin|Butadiona|Bunetzone|Bizolin 200|Butazina|Robizone-V|Buta Phen|Butacompren|Butartril|Butarecbon|Fenibutal|Lingel|Butazolidin|Nadozone|Intalbut|Ipsoflame|Ambene|Phenbutazol|Alkabutazona|Exrheudon N|Phenylbutaz|Eributazone|Ia-But|Phenyzene|Robizon-V|Usaf Ge-15|Diossidone|Butadione|Ecobutazone|Reumasyl|Phenylbutazonum|Rectofasa|Digibutina|Alka Butazolidin|Phenyl-Mobuzon|Artropan|Tencodyne|Fenibutol|Anerval|Fenilidina|Betazed|Phenyzone|Phenbutazone|Todalgil|Butoz|Febuzina|Fenylbutazon|Diphenylbutazone|Phenopyrine|Fenibutazona|Neo-Zoline|Artrizone|Butapirazole|Mepha-Butazon|Alqoverin|Butalgina|Malgesic|Chembutazone|Shigrodin|Tetnor|Butiwas-Simple|Butapirazol|Butadion|Equi Bute|Novophenyl|Zolaphen	True
PA450935	phenylephrine|Metasynephrine|M-Oxedrine|Phenylephrinum [INN-Latin]|M-Methylaminoethanolphenol|Metaoxedrin|L-Phenylephedrine|L-Phenylephrine|Metaoxedrine|Fenilefrina [INN-Spanish]|Metaoxedrinum|Alcon Efrin|Alconefrin Nasal Drops 50|Isopto Frin|Mesatonum|Alconefrin Nasal Drops 12|Nostril Spray Pump|Ocu-Phrin Sterile Eye Drops|Mesaton|Visadron|AK-Dilate|Adrianol|Nostril Spray Pump Mild|Neo-Synephrine Nasal Jelly|Neophryn|Mesatone|Neofrin|Dilatair|Dionephrine|Duration|M-Sympathol|M-Sympatol|Doktors|Isophrin|Isophrim|Alconefrin Nasal Spray 25|Minims Phenylephrine|Ocugestrin|Metsatonum|Nostril|M-Synephrine|Metasympatol|Prefrin|Neo-Synephrine|Phenoptic|Neo-Synephrine Nasal Drops|Spersaphrine|Neosynephrine|AK-Nefrin|Dimetane|Mydfrin|Pyracort D|I-Phrine|Mezaton|Biomydrin|Prefrin Liquifilm|Vicks Sinex|Neo-Synephrine Nasal Spray|Rhinall|Alconefrin Nasal Drops 25|Relief Eye Drops for Red Eyes	True
PA164713165	Phenylpiperidine derivatives	False
PA164748965	phenylpropanolamine|PPA|(+-)-Phenylpropanolamine|(+/-)-Norephedrin|Ami-Tex|Myminic|Phenoxine|Gentab|Despec|Dexatrim|Rhymed|Triaminic|Partuss|Acutrim|ULR|Naldecon|Phenyldrine|Phenylfenesin|Propagest|Vanex|Nolex|Dura-Vent|Snaplets|Conex|Contuss|Guaipax|Codimal|Entex|Rhindecon	False
