PharmGKB Accession Id	Name	Generic Names	Trade Names	Brand Mixtures	Type	Cross-references	SMILES	Dosing Guideline	External Vocabulary
PA451525	sucrose				Drug/Small Molecule	"ChEBI:17992","DrugBank:DB02772","Drugs Product Database (DPD):50121","KEGG Compound:C00089","KEGG Drug:D00025","PDB:SUC","PubChem Compound:46936484","PubChem Compound:5988","PubChem Substance:3389","PubChem Substance:46506134","Web Resource:http://en.wikipedia.org/wiki/Sucrose"		No	"NDFRT:N0000147528(SUCROSE)","RxNorm:10159(Sucrose)","UMLS:C0038636(Sucrose)"
PA451527	sufentanil	"Sulfentanil Citrate","sufentanil","Sufentanil Citrate","Sufentanyl","Sufentanilum [INN-Latin]"	"Chronogesic","Sufenta"		Drug/Small Molecule	"BindingDB:50012490","ChEBI:9316","ChemSpider:38043","DrugBank:DB00708","Drugs Product Database (DPD):2244147","FDA Drug Label at DailyMed:39dc3695-dbf2-4783-b1bf-97237593f1c0","KEGG Compound:C08022","KEGG Drug:D05938","National Drug Code Directory:11098-050-01","PubChem Compound:41693","PubChem Substance:10222","PubChem Substance:46504737","Therapeutic Targets Database:DAP000357","Web Resource:http://en.wikipedia.org/wiki/Sufentanil"	CCC(=O)N(c1ccccc1)C2(CCN(CC2)CCc3cccs3)COC	No	"ATC:N01AH(Opioid anesthetics)","NDFRT:N0000148021(SUFENTANIL)","RxNorm:56795(Sufentanil)","UMLS:C0143993(Sufentanil)"
PA451529	sugar				Drug/Small Molecule	null		No	"NDFRT:N0000023382(SUGAR)","UMLS:C0242209(SUGAR)"
PA451536	sulfacetamide		"Isopto Cetamide","Oclucid","Sulfanilacetamide","Sulamyd","Bleph-10 Liquifilm","Sulfacetamide Sodium Anhydrous","Albamine","Ophthacet","Acetosulfamine","N-Acetylsulfanilamide","Sebizon","Sulfacel-15","Steri-Units Sulfacetamide","Sulten-10","I-Sulfacet","Trysul","Sulfacet","Sulphacetamide","Sulfair","Sulfanilazetamid","Sulfacetamide Sodium","Ocusulf-10","Ak-Sulf","Sodium Sulamyd","Sulphasil","Sultrin","Sulfacetamide Sodium Usp","Urosulfon","Alesten","Acetocid","Sodium Sulfacetamide","N-Sulfanilylacetamide","Op-Sulfa 30","Klaron","Cetamide","Urosulfone","Sulfair-15","Sulfamide","Gyne-Sulf","Acetosulfamin","N'-Acetylsulfanilamide","N-Sulphanilylacetamide","N-Acetylsulfanilamine","Bleph-10","P-Aminobenzenesulfonoacetamide","Sulfacyl","Sulfair 10","Sulfair 15","Isopto-Cetamide","Sulfex","Sulfair Forte","Ophthel-S","Steramide","P-Aminobenzenesulfonacetamide","Formosulfacetamide","Sulfacetimide","Sulphacetamide Sodium","Sulf-15","Albucid","Sulf-10"	"Ak Cide Oph Soln (Prednisolone Acetate + Sulfacetamide Sodium)","Blephamide Oph Ont (Prednisolone Acetate + Sulfacetamide Sodium)","Blephamide Opht Suspension (Prednisolone Acetate + Sulfacetamide Sodium)","Cocci Bol O Tab Jr (Calcium Carbonate + Charcoal Activated + Cobalt Gluconate + Copper Sulfate + Ferrous Gluconate + Sodium Arsanilate + Sulfabenzamide Sodium + Sulfacetamide Sodium + Sulfaquinoxaline + Tannic Acid)","Cocci Bol-O-Tab (Calcium Carbonate + Charcoal Activated + Cobalt Gluconate + Copper Sulfate + Ferrous Gluconate + Sodium Arsanilate + Sulfabenzamide Sodium + Sulfacetamide Sodium + Sulfaquinoxaline + Tannic Acid)","Dioptimyd Ointment (Prednisolone Acetate + Sulfacetamide Sodium)","Dioptimyd Suspension (Prednisolone Acetate + Sulfacetamide Sodium)","Medicocci-Jr (Arsenic (Sodium Arsanilate) + Calcium Carbonate + Charcoal Activated + Cobalt Gluconate + Copper Sulfate + Ferrous Gluconate + Sulfabenzamide Sodium + Sulfacetamide Sodium + Sulfaquinoxaline + Tannic Acid)","Medicocci-Sr (Arsenic (Sodium Arsanilate) + Calcium Carbonate + Charcoal Activated + Cobalt Gluconate + Copper Sulfate + Ferrous Gluconate + Sulfabenzamide Sodium + Sulfacetamide Sodium + Sulfaquinoxaline + Tannic Acid)","Metimyd Oph Sus (Prednisolone Acetate + Sulfacetamide Sodium)","Neo Atropec 25 Tab (Aluminum Hydroxide + Atropine Methylnitrate + Kaolin + Neomycin Sulfate + Pectin + Sulfacetamide + Sulfaguanidine)","Neo Atropec C Tab (Aluminum Hydroxide + Atropine Methylnitrate + Kaolin + Neomycin Sulfate + Pectin + Sulfacetamide + Sulfaguanidine)","Neo Atropec Tab (Aluminum Hydroxide + Atropine Methylnitrate + Kaolin + Neomycin Sulfate + Pectin + Sulfacetamide + Sulfaguanidine)","Sulfacet R Lotion (Sulfacetamide Sodium + Sulfur (Sulfur))","Sulfacet-R Lotion (Sulfacetamide Sodium + Sulfur)","Sultrin Triple Sulfa Crm (Sulfacetamide + Sulfanilylbenzamide + Sulfathiazole + Urea)","Vasocidin Ophthalmic Solution (Prednisolone Sodium Phosphate + Sulfacetamide Sodium)","Vasosulf Oph Soln (Phenylephrine Hydrochloride + Sulfacetamide Sodium)"	Drug/Small Molecule	"ChemSpider:5129","DrugBank:DB00634","Drugs Product Database (DPD):838934","FDA Drug Label at DailyMed:5a5d8fee-b42a-4f0c-a508-75c7c71bedb4","FDA Drug Label at DailyMed:9ac30a78-6633-4d8d-919e-39f665eb3fdb","National Drug Code Directory:0998-0522-15","PubChem Compound:5320","PubChem Substance:152109","PubChem Substance:46504544","Therapeutic Targets Database:DAP001191","Web Resource:http://en.wikipedia.org/wiki/Sulfacetamide"		No	"ATC:S01AB(Sulfonamides)","NDFRT:N0000146877(SULFACETAMIDE)","RxNorm:10169(Sulfacetamide)","UMLS:C0038670(Sulfacetamide)"
PA164754808	sulfacytine	"N-sulfanilyl-l-ethylcytosine","Sulfacitinum [inn-latin]","Sulfacitina [inn-spanish]","1-ethyl N4-sulfanilylcytosin","1-ethyl-N-sulfanilylcytosine"	"Renoquid"		Drug/Small Molecule	"ChemSpider:5131","DrugBank:DB01298","PubChem Compound:5322","PubChem Substance:10349273","PubChem Substance:46505483","Therapeutic Targets Database:DAP001201"		No	"MeSH:C100141(sulfacytine)","NDFRT:N0000147326(SULFACYTINE)","RxNorm:78902(sulfacytine)","UMLS:C0262960(sulfacytine)"
PA451539	sulfadiazine	"Sulphadiazine","SDA","Sulfapyrimidine","Sulfadiazene","Sulfapirimidin","Sulfanilamidopyrimidine","Sulfapyrimidin","Sulfadiazin"	"Lantrisul","Piridisir","Microsulfon","Neotrizine","Cremodiazine","Tri-Sulfameth","Sulfaloid","Liquadiazine","Adiazine","Coco-Diazine","Sulfolex","Deltazina","Neazine","Sulfatryl","Codiazine","Terfonyl","Triple Sulfa","Adiazin","Lipo-Levazine","Sulfonamides Duplex","Triple Sulfoid","Pecta-Diazine","Truozine","Diazin","Sanodiazine","Trisem","Lipo-Diazine","Theradiazine","Sulfacombin","Eskadiazine","Quadramoid","Diazolone","Sulfonsol","Diazyl","Cocodiazine","Cremotres","Sulfazine","Spofadrizine","Triple Sulfas","Pyrimal","Diazovit","Pirimal","Debenal","Palatrize","Sulfose","Sulfa-Triple #2","Metha-Meridiazine","Quadetts","Honey Diazine","Sterazine","Trifonamide"		Drug/Small Molecule	"ChEBI:9328","ChemSpider:5026","DrugBank:DB00359","FDA Drug Label at DailyMed:10549cba-9c15-4d2e-a68c-5afbc178591d","KEGG Compound:C07658","KEGG Drug:D00587","National Drug Code Directory:0185-0757-10","PubChem Compound:5215","PubChem Substance:46506164","PubChem Substance:9860","Therapeutic Targets Database:DAP001238","Web Resource:http://en.wikipedia.org/wiki/Sulfadiazine"	c1cnc(nc1)NS(=O)(=O)c2ccc(cc2)N	No	"ATC:D06BA(Sulfonamides)","ATC:J01EC(Intermediate-acting sulfonamides)","NDFRT:N0000145882(SULFADIAZINE)","RxNorm:10171(Sulfadiazine)","UMLS:C0038675(Sulfadiazine)"
PA165958357	sulfadimethoxine	"sulphadimethoxine"	"Albon","Di-Methox","Agribon"		Drug/Small Molecule	"ChEBI:32161","ChemSpider:5132","DrugBank:DB06150","PubChem Compound:5323","PubChem Substance:99443234"		No	"ATC:J01ED(Long-acting sulfonamides)","NDFRT:N0000166864(Sulfadimethoxine [Chemical/Ingredient])","RxNorm:10172(Sulfadimethoxine)","UMLS:C0038676(Sulfadimethoxine)"
PA451540	sulfadoxine				Drug/Small Molecule	"ChEBI:9329","ChemSpider:16218","DrugBank:DB01299","KEGG Compound:C07630","KEGG Drug:D00580","PubChem Compound:17134","PubChem Substance:10462311","PubChem Substance:46507915","Therapeutic Targets Database:DAP000638"		No	"NDFRT:N0000146164(SULFADOXINE)","RxNorm:10173(Sulfadoxine)","UMLS:C0038679(Sulfadoxine)"
PA164776842	sulfamerazine				Drug/Small Molecule	"ChEBI:102130","ChemSpider:5134","DrugBank:DB01581","PubChem Compound:5325","PubChem Substance:10321119","PubChem Substance:46505036","Therapeutic Targets Database:DAP001240","Web Resource:http://en.wikipedia.org/wiki/Sulfamerazine"	Cc1ccnc(n1)NS(=O)(=O)c2ccc(cc2)N	No	"ATC:D06BA(Sulfonamides)","ATC:J01ED(Long-acting sulfonamides)","NDFRT:N0000145883(SULFAMERAZINE)","RxNorm:10176(Sulfamerazine)","UMLS:C0038684(Sulfamerazine)"
PA451542	sulfamethazine	"sulphamethazine"			Drug/Small Molecule	"ChEBI:102265","ChemSpider:5136","DrugBank:DB01582","PubChem Compound:5327","PubChem Substance:10452360","PubChem Substance:46507146","Therapeutic Targets Database:DAP001241"	Cc1cc(nc(n1)NS(=O)(=O)c2ccc(cc2)N)C	No	"ATC:J01EB(Short-acting sulfonamides)","NDFRT:N0000145884(SULFAMETHAZINE)","RxNorm:10178(Sulfamethazine)","UMLS:C0038686(Sulfamethazine)"
PA164781307	sulfamethizole		"Uroz","Urolucosil","Urodiaton","Lucosil","Sulfstat","Sulfurine","Thiosulfil","Renasul","Tetracid","Sulfamethizol","Proklar","Sulfamethizolum [INN-Latin]","Urocydal","Sulfametizol [INN-Spanish]","Sulphamethyltiadiazole","Sulfamethizole [Usan:Inn:Jan]","Sulfamethylthiadiazole","Solfametizolo [Dcit]","Urosulfin","Famet","Sulfa Gram","Methazol","Ayerlucil","Thidicur","Sulphamethizole","Salimol","Thiosulfil Forte","Sulamethizole","Microsul","Sulfapyelon","Ultrasul","Rufol","Sulfamethazole","Sulfamethiazole"		Drug/Small Molecule	"ChEBI:9331","ChemSpider:5137","DrugBank:DB00576","KEGG Compound:C08050","KEGG Drug:D00870","PubChem Compound:5328","PubChem Substance:10250","PubChem Substance:46508656","Therapeutic Targets Database:DAP001202","Web Resource:http://en.wikipedia.org/wiki/Sulfamethizole"		No	"ATC:B05CA(Antiinfectives)","ATC:D06BA(Sulfonamides)","ATC:J01EB(Short-acting sulfonamides)","ATC:S01AB(Sulfonamides)","NDFRT:N0000146815(SULFAMETHIZOLE)","RxNorm:10179(Sulfamethizole)","UMLS:C0038687(Sulfamethizole)"
PA451544	sulfamethoxazole		"Gantanol-DS","Apo-Sulfamethoxazole","Bactrimel","Azo Gantanol","Sulphamethylisoxazole","Radonil","Sulfamethoxazol","Trib","Sulphamethalazole","Simsinomin","Sulfamethylisoxazole","Sulphamethoxazol","Sulphisomezole","Sulpha-Methoxizole","Metoxal","Sulphamethoxazole BP 98","Sulfamethoxizole","Sulfamethalazole","Azo-Gantanol","Sinomin","Sulfisomezole","SIM","Septran","Sulphamethoxazole","Gamazole","Urobak","Gantanol"	"Apo Sulfatrim DS Tab (Sulfamethoxazole + Trimethoprim)","Apo Sulfatrim Pediatric (Sulfamethoxazole + Trimethoprim)","Apo Sulfatrim Tab (Sulfamethoxazole + Trimethoprim)","Bactrim DS Roche Tab (Sulfamethoxazole + Trimethoprim)","Bactrim Roche Inj (Sulfamethoxazole + Trimethoprim)","Bactrim Roche Suspension Paediatric (Sulfamethoxazole + Trimethoprim)","Bactrim Roche Tab (Sulfamethoxazole + Trimethoprim)","Novo-Trimel DS Tab (Sulfamethoxazole + Trimethoprim)","Novo-Trimel Oral Sus (Sulfamethoxazole + Trimethoprim)","Novo-Trimel Tab (Sulfamethoxazole + Trimethoprim)","Protrin DF Tab (Sulfamethoxazole + Trimethoprim)","Protrin Tab (Sulfamethoxazole + Trimethoprim)","Riva-Sep DS (Sulfamethoxazole + Trimethoprim)","Roubac Tab 160/800 (Sulfamethoxazole + Trimethoprim)","Roubac Tab 80/400 (Sulfamethoxazole + Trimethoprim)","Septra (Sulfamethoxazole + Trimethoprim)","Septra DS Tablets (Sulfamethoxazole + Trimethoprim)","Septra Injection (Sulfamethoxazole + Trimethoprim)","Septra Pediatric Suspension (Sulfamethoxazole + Trimethoprim)","Sulfamethoxazole and Trimethoprim Tablets (Sulfamethoxazole + Trimethoprim)"	Drug/Small Molecule	"ChEBI:9332","ChemSpider:5138","DrugBank:DB01015","Drugs Product Database (DPD):421480","KEGG Compound:C07315","KEGG Drug:D00447","PubChem Compound:5329","PubChem Substance:156228","PubChem Substance:46508111","Therapeutic Targets Database:DNC001393","Web Resource:http://en.wikipedia.org/wiki/Sulfamethoxazole"	c1cnc(nc1)NS(=O)(=O)c2ccc(cc2)N	No	"ATC:J01EC(Intermediate-acting sulfonamides)","NDFRT:N0000146102(SULFAMETHOXAZOLE)","RxNorm:10180(Sulfamethoxazole)","UMLS:C0038689(Sulfamethoxazole)"
PA10715	sulfamethoxazole and trimethoprim	"Insozalin","Eslectin","co-trimoxazole"	"Centrin","Trimezole","Metomide","Trimedin","Biseptol-480","Cotrim.L.U.T","Centran","Cotrimoxazole"		Drug/Small Molecule	null	COc1cc(cc(c1OC)OC)Cc2cnc(nc2N)N.c1cnc(nc1)NS(=O)(=O)c2ccc(cc2)N	No	""ATC:J01EE(Combinations of sulfonamides and trimethoprim, incl. derivatives)""
PA164747038	sulfametopyrazine		"Sulfalen","Sulfamethopyrazine","Sulfapyrazinemethoxyne","Kelfizina","Solfametopirazina [Dcit]","Sulfalene","Kelfizine","Dalysep","Kelfizin","Sulfalene [Usan:Inn]","Sulfapyrazinemethoxine","Sulfamethoxysuccinate","Sulfapyrazinemethoxyine","Longum","Farmitalia 204/122","Sulfalenum [INN-Latin]","Sulfaleno [INN-Spanish]","SMP","Sulfamethoxypyrazine","Polycidal","SMP2","Sulfametoxypyridazin","Kelfizine W"		Drug/Small Molecule	"ChemSpider:8695","DrugBank:DB00664","KEGG Compound:C12616","KEGG Drug:D01216","PubChem Compound:9047","PubChem Substance:46505111","PubChem Substance:583006","Therapeutic Targets Database:DAP001199"		No	"NDFRT:N0000166861(Sulfalene [Chemical/Ingredient])","UMLS:C0038683(Sulfalene [Chemical/Ingredient])"
PA165958417	sulfamoxole	"sulfono","sulfamoxolum","sulfamoxol","sulphamoxole"	"Tardamid","Sulfavigor","Sulfmidil","Vetranal","Justamil"		Drug/Small Molecule	"ChEBI:55548","ChemSpider:12361","DrugBank:DB08798","KEGG Drug:D02516"		No	"ATC:J01EC(Intermediate-acting sulfonamides)","NDFRT:N0000166868(Sulfamoxole [Chemical/Ingredient])","RxNorm:10183(Sulfamoxole)","UMLS:C0038700(Sulfamoxole)"
PA451545	sulfanilamide	"P-Aminobenzensulfonamide","P-Sulfamidoaniline","P-Aminobenzenesulfamide","P-Aminophenylsulfonamide","P-Sulfamoylaniline","PABS","Sulphonamide","Sulfonylamide","Sulfanilimidic Acid","P-Anilinesulfonamide","P-Aminobenzenesulfonamide","P-Aminobenzenesulfonylamide","Sulphanilamide"	"Streptoclase","Sulfanidyl","Antistrept","Dipron","Sulphanilamide Extra Pure","Streptocom","Colsulanyde","Streptrocide","Erysipan","Pysococcine","Septinal","Sulfocidin","Sulfocidine","Strepamide","Bactesid","Bacteramid","Gerison","Gombardol","Sulfanalone","Streptasol","Streptozone","Sulfamidyl","Prontosil I","Pronzin Album","Streptamid","Streptozol","HSDB 223","Proseptine","Desseptyl","AVC","Prontalbin","Proseptal","Sulfana","Therapol","Estreptocida","Astrocid","Fourneau 1162","Lysococcine","Rubiazol A","Prontosil White","Albexan","Strepsan","Orgaseptine","Streptocid","Sulphanilamide Gr","Collomide","Prontosil Album","Prontylin","Astreptine","Septolix","Stramid","White Streptocide","Ambeside","Streptamin","Streptocid Album","Septamide Album","Stopton Album","Septanilam","Ergaseptine","Streptosil","Sulfanil","Albosal","Sanamid","Sulfonamide","Streptopan","Tolder","Septoplix","Streptagol","Lusil","Neococcyl","Streptocide","Sulfamine","Septoplex","Deseptyl","Copticide","Streptocidum","Sulfanilamide Vaginal Cream","Infepan","Streptocide White","Streptol","Exoseptoplix","Strepton","Sulfonamide P","Proseptol"	"After Calf Bolus (Sulfanilamide + Sulfathiazole + Urea)","Pinkamin (Methyl Salicylate + O-Phenylphenol + Sodium Thiosulfate + Sulfanilamide + Sulfur + Zinc Oxide)","Proud Flesh Dust (Boric Acid + Copper Sulfate + Sulfanilamide + Sulfathiazole + Tannic Acid)","Scour Bolus Plus (Calcium Carbonate + Magnesium Oxide + Menadione (Menadione Sodium Bisulfite) + Neomycin (Neomycin Sulfate) + Potassium Acetate + Sodium Acetate + Sodium Chloride + Streptomycin (Streptomycin Sulfate) + Sulfamerazine + Sulfamethazine + Sulfanilamide + Sulfathiazole + Vitamin a + Vitamin D)","Sulectim Plus Scour Boluses (Calcium Carbonate + Magnesium Oxide + Menadione Sodium Bisulfite + Neomycin (Neomycin Sulfate) + Potassium Acetate + Sodium Acetate + Sodium Chloride + Streptomycin (Streptomycin Sulfate) + Sulfamerazine + Sulfamethazine + Sulfanilamide + Sulfathiazole Sodium + Vitamin a + Vitamin D)","Sulfa Urea Crm (Sulfanilamide + Sulfathiazole + Urea)","Sulfa-Urea-Bolus (Sulfanilamide + Sulfathiazole + Urea)","Triple Sulfa Bolus (Sulfamethazine + Sulfanilamide + Sulfathiazole)","Triple Sulfa Bolus 240gr (Sulfamethazine + Sulfanilamide + Sulfathiazole)"	Drug/Small Molecule	"BindingDB:10857","ChEBI:9333","ChemSpider:5142","DrugBank:DB00259","Drugs Product Database (DPD):2236620","FDA Drug Label at DailyMed:82269c80-5ca5-11dc-95bc-0002a5d5c51b","HET:SAN","KEGG Compound:C07458","National Drug Code Directory:66663-103-04","PDB:SAN","PubChem Compound:5333","PubChem Substance:46508306","PubChem Substance:9661","Therapeutic Targets Database:DNC001391","Web Resource:http://en.wikipedia.org/wiki/Sulfanilamide"	c1cc(ccc1N)S(=O)(=O)N	No	"ATC:D06BA(Sulfonamides)","ATC:J01EB(Short-acting sulfonamides)","MeSH:C036944(sulfanilamide)","NDFRT:N0000146928(SULFANILAMIDE)","RxNorm:10184(Sulfanilamide)","UMLS:C0038702(Sulfanilamide)"
PA130231310	sulfaphenazole	"sulphenazole","sulphaphenazole","sulfaphenylpipazol","sulfafenazolo [italian]","sulfaphenazon","sulfonylpyrazol","sulfaphenylpyrazol","phenylsulfapyrazole","sulfafenazol [inn-spanish]","sulfaphenazolum [inn-latin]","sulfaphenylpyrazole","sulfaphenazol [inn-french]"	"Sulfabid","Eftolon"		Drug/Small Molecule	"BindingDB:50090677","ChemSpider:5144","DrugBank:DB06729","KEGG Drug:D01954","PubChem Compound:5335","PubChem Substance:99443275"		No	"ATC:J01ED(Long-acting sulfonamides)","ATC:S01AB(Sulfonamides)","NDFRT:N0000166866(Sulfaphenazole [Chemical/Ingredient])","UMLS:C0038706(Sulfaphenazole [Chemical/Ingredient])"
PA164779050	sulfapyridine	"2-Sulfapyridine","N(sup 1)-2-Pyridylsulfanilamide","N-2-Pyridylsulfanilamide","4-[(2-Pyridylamino)sulfonyl]aniline","Sulphapyridine","2-Sulfanilylaminopyridine","N(sup1)-Pyridylsulfanilamide","N1-2-Pyridylsulfanilamide","2-Sulfanilamidopyridin","2-Sulfanilamidopyridine","4-(2-Pyridinylsulfonyl)aniline"	"Ronin","Relbapiridina","Dagenan","Sulfidin","Pyridazol","Piridazol","Pyriamid","Eubasinum","Thioseptal","Eubasin","Septipulmon","Haptocil","Adiplon","M and B 693","Plurazol","Coccoclase","Sulfidine","Streptosilpyridine","Trianon"	"Foot Rot Boluses (Ethylenediamine Dihydroiodide + Sulfapyridine)","Neutral Sulfa 50 (Sulfamethazine + Sulfapyridine + Sulfathiazole)","Neutral Sulfa 7 (Sulfamethazine + Sulfapyridine + Sulfathiazole)","Trisulfa G Liq (Sulfamethazine + Sulfapyridine + Sulfathiazole)"	Drug/Small Molecule	"BindingDB:50225845","ChEBI:132842","ChemSpider:5145","DrugBank:DB00891","Drugs Product Database (DPD):1944827","KEGG Drug:D02434","PubChem Compound:5336","PubChem Substance:152111","PubChem Substance:46506991","Therapeutic Targets Database:DAP001200","Web Resource:http://en.wikipedia.org/wiki/Sulfapyridine"		No	"ATC:J01EB(Short-acting sulfonamides)","NDFRT:N0000145881(SULFAPYRIDINE)","RxNorm:10188(Sulfapyridine)","UMLS:C0038710(Sulfapyridine)"
PA451547	sulfasalazine	"Sulfasalazin","Sulphasalazine"	"Salisulf","Pms-Sulfasalazine E.C.","Accucol","Reupirin","Azopyrin","W-T Sasp Oral","Salazosulfapyridine","Azulfidine EN-Tabs","Salazosulfapyridin","Azlufidine EN-Tabs","Sulcolon","Asulfidine","PMS-Sulfasalazine","Alti-Sulfasalazine","Rorasul","S.A.S. Enteric-500","Azopyrine","Salicylazosulfapyridine","Colo-Pleon","Salazopyridin","Benzosulfa","Salazopyrin","Salazopiridazin","Azulfidine","Salazopyrin EN-Tabs"		Drug/Small Molecule	"ChEBI:9334","ChemSpider:4510284","ClinicalTrials.gov:NCT01312129","DrugBank:DB00795","Drugs Product Database (DPD):685933","FDA Drug Label at DailyMed:b9ef541a-93c8-4428-ba45-398aa0b327d1","HET:SAS","KEGG Compound:C07316","KEGG Drug:D00448","National Drug Code Directory:0013-0102-01","PDB:SAS","PubChem Compound:5353980","PubChem Compound:5359476","PubChem Substance:46505451","PubChem Substance:9524","Therapeutic Targets Database:DAP000153","Web Resource:http://en.wikipedia.org/wiki/Sulfasalazine"	c1ccnc(c1)NS(=O)(=O)c2ccc(cc2)N=Nc3ccc(c(c3)C(=O)O)O	No	"ATC:A07EC(Aminosalicylic acid and similar agents)","NDFRT:N0000146249(SULFASALAZINE)","RxNorm:9524(Sulfasalazine)","UMLS:C0036078(Sulfasalazine)"
PA165958356	sulfathiazole	"sodium sulfathiazole","sulphathiazole"	"Neo-Strepsan"		Drug/Small Molecule	"ChEBI:9337","DrugBank:DB06147","KEGG Compound:C11169","KEGG Drug:D01047"		No	"ATC:D06BA(Sulfonamides)","ATC:J01EB(Short-acting sulfonamides)","NDFRT:N0000146878(SULFATHIAZOLE)","RxNorm:10193(sulfathiazole)","UMLS:C0038722(sulfathiazole)"
PA451550	sulfinpyrazone	"Diphenylpyrazone","Usaf Ge-13","Sulfinpyrazon","Sulfoxyphenylpyrazolidine","Sulphinpyrazone","Sulfinpyrazine"	"Novopyrazone","Anturan","Anturane","Anturidin","Enturan","Anturanil","Anturano","Enturen","Anturen","Apo-Sulfinpyrazone"		Drug/Small Molecule	"ChEBI:9342","ChemSpider:5149","DrugBank:DB01138","Drugs Product Database (DPD):441759","KEGG Compound:C07317","KEGG Drug:D00449","National Drug Code Directory:0083-0041-30","PubChem Compound:5342","PubChem Substance:46504918","PubChem Substance:9525","Therapeutic Targets Database:DAP000794","Web Resource:http://en.wikipedia.org/wiki/Sulfinpyrazone"	c1ccc(cc1)N2C(=O)C(C(=O)N2c3ccccc3)CCS(=O)c4ccccc4	No	"ATC:M04AB(Preparations increasing uric acid excretion)","NDFRT:N0000147089(SULFINPYRAZONE)","RxNorm:10205(Sulfinpyrazone)","UMLS:C0038742(Sulfinpyrazone)"
PA164748964	sulfisoxazole	"Sulfofurazole","Sulphaisoxazole","Sulphafurazol","Sulfaisoxazole","Sulfisoxazole Dialamine","Sulfisoxazole Diolamine","Sulphofurazole","Sulfisoxasole","Sulfafurazole","Sulfasoxazole","Sulfisonazole","Sulfafurazol","Sulphafurazolum","Sulphisoxazol","Sulfadimethylisoxazole","Sulfisoxazol","Sulphafurazole"	"Sk-Soxazole","Bactesulf","G-Sox","Stansin","Unisulf","Cosoxazole","Sulfasan","Urisoxin","Alphazole","J-Sul","Sulfizole","Sodizole","Saxosozine","Sulfagen","Roxosul Tablets","Sulfagan","Sulfizol","Azosulfizin","Novazolo","Sulfisin","Tl-Azole","Gantrisin","Renosulfan","Soxamide","Sulphafuraz","Ganda","Resoxol","Amidoxal","Pancid","Roxoxol","Urogan","Barazae","Sulfizin","Dorsulfan","Suloxsol","Koro-Sulf","Sulfalar","Sulfazin","Sulfapolar","Vagilia","Roxosul","Uritrisin","Entusil","Isoxamin","Sosol","Dorsulfan Warthausen","Soxo","Thiasin","Sulfoxol","SI","Soxisol","Sulsoxin","Sulfasol","Sulbio","Entusul","Gantrisona","Gantrisine","V-Sul","Norilgan-S","Gantrosan","Accuzole","Neazolin","Soxitabs","Neoxazol","Novosaxazole","Soxazole","Soxomide","Astrazolo","Chemouag","Azo Gantrisin"	"Pediazole (Erythromycin (Erythromycin Ethylsuccinate) + Sulfisoxazole Acetyl)","Renazone Plus Tab (Ammonium Chloride + Atropine Sulfate + Hyoscyamine Hydrobromide + Scopolamine Hydrobromide + Sulfisoxazole)"	Drug/Small Molecule	"BindingDB:50034452","ChEBI:102484","ChemSpider:5151","DrugBank:DB00263","Drugs Product Database (DPD):363774","FDA Drug Label at DailyMed:2da604ea-01c4-44f3-852f-e6e55f140360","KEGG Compound:C07318","KEGG Drug:D00450","National Drug Code Directory:0004-1003-28","PubChem Compound:5344","PubChem Substance:46505342","PubChem Substance:9526","Therapeutic Targets Database:DAP001203","Web Resource:http://en.wikipedia.org/wiki/Sulfisoxazole"	Cc1c(noc1NS(=O)(=O)c2ccc(cc2)N)C	No	"ATC:J01EB(Short-acting sulfonamides)","NDFRT:N0000146129(SULFISOXAZOLE)","RxNorm:10207(Sulfisoxazole)","UMLS:C0038745(Sulfisoxazole)"
PA10772	sulfonamides				Drug Class	null		No	"ATC:A07AB(Sulfonamides)","ATC:D06BA(Sulfonamides)","ATC:G01AE(Sulfonamides)","ATC:S01AB(Sulfonamides)","NDFRT:N0000008048(Sulfonamides [Chemical/Ingredient])","UMLS:C0038760(Sulfonamides [Chemical/Ingredient])"
PA164713288	Sulfonamides (heterocyclic)				Drug Class	null		No	"ATC:A10BC(Sulfonamides (heterocyclic))"
PA164713290	Sulfonamides and corticosteroids				Drug Class	null		No	"ATC:G01BE(Sulfonamides and corticosteroids)"
PA164713291	Sulfonamides and potassium in combination				Drug Class	null		No	"ATC:C03BB(Sulfonamides and potassium in combination)","ATC:C03CB(Sulfonamides and potassium in combination)"
PA164713289	Sulfonamides And Trimethoprim				Drug Class	null		No	"ATC:J01E(Sulfonamides And Trimethoprim)"
PA164713293	Sulfonamides, combinations with other drugs				Drug Class	null		No	""ATC:C03BK(Sulfonamides, combinations with other drugs)""
PA10741	sulfonamides, plain	"loop diuretics"			Drug Class	null		No	""ATC:C03BA(Sulfonamides, plain)"",""ATC:C03CA(Sulfonamides, plain)""
PA10390	sulfonamides, urea derivatives				Drug Class	null		No	""ATC:A10BB(Sulfonamides, urea derivatives)""
PA164713295	Sulfonium derivatives				Drug Class	null		No	"ATC:C02BA(Sulfonium derivatives)"
PA164776911	sulfoxone	"Sodium Sulfoxone","Aldesulfone Sodium","Sulfoxone Sodium","Sodium Aldesulphone","Adesulfone Sodium"	"Diazon","Novotrone","Diamidin","Diasone Sodium","DDF","Diason","Diasone Sodium Enterab","Diasone","Aldapsone"		Drug/Small Molecule	"ChemSpider:5158","DrugBank:DB01145","PubChem Compound:5351","PubChem Substance:152108","PubChem Substance:46507392","Therapeutic Targets Database:DAP001192"		No	"MeSH:C036115(sulfoxone)"
